xflr5 v6.61

Project Wing
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.215252
Cy    = ,   0.000000
Cd=,   0.001470,ICd=,    0.001470,PCd=,    0.000000
Cl   = ,2.72552e-16
Cm   =,   -0.350077
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    8.579703, YCP=,   -0.000000, ZCP=,    0.881169 
XNP=,    0.000000
Bending =, 14196.479564

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -23.8795,   2.2299, -2.411, 0.091466, 0.000000, 0.003852,-0.644806,-0.026139, 0.0000, 0.0000, 0.5140, 0.0000
  -23.6977,   2.2692, -1.743, 0.147056, 0.000000, 0.004474,-0.949563,-0.042072, 0.0000, 0.0000, 0.5333, 0.2112
  -23.3357,   2.3476, -1.193, 0.188681, 0.000000, 0.003930,-1.130796,-0.049614, 0.0000, 0.0000, 0.5171, 2.6928
  -22.7960,   2.4644, -0.826, 0.215216, 0.000000, 0.003103,-1.211410,-0.054939, 0.0000, 0.0000, 0.5081,13.1518
  -22.0828,   2.6189, -0.599, 0.230782, 0.000000, 0.002411,-1.198667,-0.057965, 0.0000, 0.0000, 0.5028,41.8346
  -21.2015,   2.8097, -0.461, 0.238943, 0.000000, 0.001921,-1.125096,-0.059556, 0.0000, 0.0000, 0.5003,103.9074
  -20.1589,   3.0354, -0.380, 0.242301, 0.000000, 0.001606,-1.019303,-0.060367, 0.0000, 0.0000, 0.5000,219.5739
  -18.9629,   3.2943, -0.336, 0.242575, 0.000000, 0.001423,-0.900841,-0.060779, 0.0000, 0.0000, 0.5015,414.0139
  -17.6226,   3.5845, -0.317, 0.240820, 0.000000, 0.001331,-0.781600,-0.060983, 0.0000, 0.0000, 0.5043,717.1099
  -16.1481,   3.9038, -0.313, 0.237654, 0.000000, 0.001298,-0.668227,-0.061077, 0.0000, 0.0000, 0.5084,1162.8845
  -14.5508,   4.2496, -0.320, 0.233420, 0.000000, 0.001303,-0.564078,-0.061108, 0.0000, 0.0000, 0.5136,1788.5702
  -12.8427,   4.6194, -0.334, 0.228285, 0.000000, 0.001331,-0.470518,-0.061104, 0.0000, 0.0000, 0.5200,2633.2621
  -11.0368,   5.0104, -0.353, 0.222301, 0.000000, 0.001370,-0.387774,-0.061078, 0.0000, 0.0000, 0.5278,3736.1367
   -9.1470,   5.4196, -0.375, 0.215426, 0.000000, 0.001411,-0.315475,-0.061047, 0.0000, 0.0000, 0.5373,5134.2589
   -7.1875,   5.8438, -0.398, 0.207528, 0.000000, 0.001441,-0.252972,-0.061035, 0.0000, 0.0000, 0.5491,6860.0316
   -5.1734,   6.2799, -0.416, 0.198364, 0.000000, 0.001442,-0.199554,-0.061090, 0.0000, 0.0000, 0.5646,8938.3621
   -3.1199,   6.7245, -0.417, 0.187521, 0.000000, 0.001364,-0.154647,-0.061339, 0.0000, 0.0000, 0.5860,11383.6268
   -1.0426,   7.1743, -0.331, 0.174316, 0.000000, 0.001009,-0.118151,-0.062129, 0.0000, 0.0000, 0.6185,14196.4796
    1.0426,   7.1743, -0.331, 0.174316, 0.000000, 0.001009,-0.118151,-0.062129, 0.0000, 0.0000, 0.6185,14196.4796
    3.1199,   6.7245, -0.417, 0.187521, 0.000000, 0.001364,-0.154647,-0.061339, 0.0000, 0.0000, 0.5860,11383.6268
    5.1734,   6.2799, -0.416, 0.198364, 0.000000, 0.001442,-0.199554,-0.061090, 0.0000, 0.0000, 0.5646,8938.3621
    7.1875,   5.8438, -0.398, 0.207528, 0.000000, 0.001441,-0.252972,-0.061035, 0.0000, 0.0000, 0.5491,6860.0316
    9.1470,   5.4196, -0.375, 0.215426, 0.000000, 0.001411,-0.315475,-0.061047, 0.0000, 0.0000, 0.5373,5134.2589
   11.0368,   5.0104, -0.353, 0.222301, 0.000000, 0.001370,-0.387774,-0.061078, 0.0000, 0.0000, 0.5278,3736.1367
   12.8427,   4.6194, -0.334, 0.228285, 0.000000, 0.001331,-0.470518,-0.061104, 0.0000, 0.0000, 0.5200,2633.2621
   14.5508,   4.2496, -0.320, 0.233420, 0.000000, 0.001303,-0.564078,-0.061108, 0.0000, 0.0000, 0.5136,1788.5702
   16.1481,   3.9038, -0.313, 0.237654, 0.000000, 0.001298,-0.668227,-0.061077, 0.0000, 0.0000, 0.5084,1162.8845
   17.6226,   3.5845, -0.317, 0.240820, 0.000000, 0.001331,-0.781600,-0.060983, 0.0000, 0.0000, 0.5043,717.1099
   18.9629,   3.2943, -0.336, 0.242575, 0.000000, 0.001423,-0.900841,-0.060779, 0.0000, 0.0000, 0.5015,414.0139
   20.1589,   3.0354, -0.380, 0.242301, 0.000000, 0.001606,-1.019303,-0.060367, 0.0000, 0.0000, 0.5000,219.5739
   21.2015,   2.8097, -0.461, 0.238943, 0.000000, 0.001921,-1.125096,-0.059556, 0.0000, 0.0000, 0.5003,103.9074
   22.0828,   2.6189, -0.599, 0.230782, 0.000000, 0.002411,-1.198667,-0.057965, 0.0000, 0.0000, 0.5028,41.8346
   22.7960,   2.4644, -0.826, 0.215216, 0.000000, 0.003103,-1.211410,-0.054939, 0.0000, 0.0000, 0.5081,13.1518
   23.3357,   2.3476, -1.193, 0.188681, 0.000000, 0.003930,-1.130796,-0.049614, 0.0000, 0.0000, 0.5171, 2.6928
   23.6977,   2.2692, -1.743, 0.147056, 0.000000, 0.004474,-0.949563,-0.042072, 0.0000, 0.0000, 0.5333, 0.2112
   23.8795,   2.2299, -2.411, 0.091466, 0.000000, 0.003852,-0.644806,-0.026139, 0.0000, 0.0000, 0.5140, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 518,   9.261e+00,   7.183e+00,   2.536e-01,       0.037,       0.023,      -0.999,   9.246e-01,      0.1843
 519,   8.726e+00,   7.183e+00,   2.219e-01,       0.076,       0.008,      -0.997,   1.208e+00,      0.1421
 520,   8.071e+00,   7.183e+00,   1.570e-01,       0.118,      -0.008,      -0.993,   1.412e+00,      0.0590
 521,   7.341e+00,   7.184e+00,   7.100e-02,       0.116,      -0.008,      -0.993,   1.515e+00,     -0.0788
 522,   6.584e+00,   7.184e+00,   7.875e-03,       0.050,       0.023,      -0.998,   1.507e+00,     -0.1938
 523,   5.854e+00,   7.184e+00,  -5.988e-03,      -0.014,       0.054,      -0.998,   1.404e+00,     -0.2193
 524,   5.199e+00,   7.184e+00,   1.896e-02,      -0.066,       0.080,      -0.995,   1.210e+00,     -0.2059
 525,   4.664e+00,   7.184e+00,   6.765e-02,      -0.122,       0.109,      -0.986,   9.362e-01,     -0.1938
 526,   4.286e+00,   7.183e+00,   1.312e-01,      -0.229,       0.166,      -0.959,   6.051e-01,     -0.2530
 527,   4.091e+00,   7.183e+00,   2.172e-01,      -0.660,       0.394,      -0.640,   3.088e-01,      0.2941
 528,   4.091e+00,   7.182e+00,   3.407e-01,      -0.753,       0.405,       0.519,   3.826e-01,      0.4968
 529,   4.286e+00,   7.182e+00,   4.703e-01,      -0.359,       0.172,       0.917,   6.335e-01,     -0.3481
 530,   4.664e+00,   7.181e+00,   5.678e-01,      -0.171,       0.067,       0.983,   9.398e-01,     -0.4210
 531,   5.199e+00,   7.181e+00,   6.355e-01,      -0.090,       0.024,       0.996,   1.209e+00,     -0.3926
 532,   5.854e+00,   7.181e+00,   6.750e-01,      -0.034,      -0.004,       0.999,   1.402e+00,     -0.3842
 533,   6.584e+00,   7.181e+00,   6.813e-01,       0.015,      -0.028,       0.999,   1.505e+00,     -0.3746
 534,   7.341e+00,   7.181e+00,   6.481e-01,       0.072,      -0.054,       0.996,   1.510e+00,     -0.3364
 535,   8.071e+00,   7.181e+00,   5.769e-01,       0.123,      -0.076,       0.989,   1.416e+00,     -0.2514
 536,   8.726e+00,   7.182e+00,   4.852e-01,       0.156,      -0.089,       0.984,   1.223e+00,     -0.1519
 537,   9.261e+00,   7.182e+00,   3.943e-01,       0.181,      -0.098,       0.979,   9.436e-01,     -0.0582
 538,   9.639e+00,   7.182e+00,   3.181e-01,       0.221,      -0.112,       0.969,   5.991e-01,      0.0918
 539,   9.835e+00,   7.183e+00,   2.741e-01,       0.210,      -0.108,       0.972,   2.037e-01,      0.1863
Strip 23
 540,   1.052e+01,   9.141e+00,   3.354e-01,      -0.004,       0.038,      -0.999,   1.781e-01,      0.2169
 541,   1.033e+01,   9.141e+00,   3.348e-01,       0.006,       0.035,      -0.999,   5.220e-01,      0.2070
 542,   9.983e+00,   9.141e+00,   3.261e-01,       0.037,       0.023,      -0.999,   8.307e-01,      0.1851
 543,   9.488e+00,   9.141e+00,   2.968e-01,       0.076,       0.008,      -0.997,   1.085e+00,      0.1432
 544,   8.880e+00,   9.141e+00,   2.366e-01,       0.118,      -0.008,      -0.993,   1.269e+00,      0.0606
 545,   8.203e+00,   9.142e+00,   1.568e-01,       0.116,      -0.008,      -0.993,   1.361e+00,     -0.0764
 546,   7.501e+00,   9.142e+00,   9.824e-02,       0.050,       0.023,      -0.998,   1.354e+00,     -0.1905
 547,   6.824e+00,   9.142e+00,   8.538e-02,      -0.014,       0.054,      -0.998,   1.261e+00,     -0.2151
 548,   6.217e+00,   9.142e+00,   1.085e-01,      -0.066,       0.080,      -0.995,   1.087e+00,     -0.2005
 549,   5.721e+00,   9.142e+00,   1.537e-01,      -0.122,       0.109,      -0.986,   8.410e-01,     -0.1859
 550,   5.370e+00,   9.142e+00,   2.126e-01,      -0.229,       0.166,      -0.959,   5.435e-01,     -0.2375
 551,   5.188e+00,   9.141e+00,   2.923e-01,      -0.660,       0.395,      -0.639,   2.773e-01,      0.3125
 552,   5.188e+00,   9.140e+00,   4.069e-01,      -0.752,       0.404,       0.520,   3.439e-01,      0.4826
 553,   5.370e+00,   9.140e+00,   5.271e-01,      -0.359,       0.172,       0.917,   5.693e-01,     -0.3670
 554,   5.721e+00,   9.139e+00,   6.175e-01,      -0.171,       0.067,       0.983,   8.444e-01,     -0.4326
 555,   6.217e+00,   9.139e+00,   6.803e-01,      -0.090,       0.024,       0.996,   1.086e+00,     -0.4003
 556,   6.824e+00,   9.139e+00,   7.169e-01,      -0.034,      -0.004,       0.999,   1.260e+00,     -0.3896
 557,   7.501e+00,   9.139e+00,   7.227e-01,       0.015,      -0.028,       0.999,   1.352e+00,     -0.3784
 558,   8.203e+00,   9.139e+00,   6.920e-01,       0.072,      -0.054,       0.996,   1.356e+00,     -0.3389
 559,   8.880e+00,   9.139e+00,   6.259e-01,       0.123,      -0.076,       0.989,   1.272e+00,     -0.2529
 560,   9.488e+00,   9.140e+00,   5.409e-01,       0.156,      -0.089,       0.984,   1.099e+00,     -0.1526
 561,   9.983e+00,   9.140e+00,   4.566e-01,       0.181,      -0.098,       0.979,   8.477e-01,     -0.0583
 562,   1.033e+01,   9.141e+00,   3.859e-01,       0.221,      -0.112,       0.969,   5.381e-01,      0.0921
 563,   1.052e+01,   9.141e+00,   3.451e-01,       0.210,      -0.108,       0.972,   1.830e-01,      0.1869
Strip 24
 564,   1.117e+01,   1.103e+01,   4.046e-01,      -0.004,       0.038,      -0.999,   1.580e-01,      0.2171
 565,   1.100e+01,   1.103e+01,   4.041e-01,       0.006,       0.035,      -0.999,   4.633e-01,      0.2074
 566,   1.068e+01,   1.103e+01,   3.960e-01,       0.037,       0.023,      -0.999,   7.373e-01,      0.1857
 567,   1.022e+01,   1.103e+01,   3.689e-01,       0.076,       0.008,      -0.997,   9.630e-01,      0.1440
 568,   9.660e+00,   1.103e+01,   3.133e-01,       0.118,      -0.008,      -0.993,   1.126e+00,      0.0618
 569,   9.034e+00,   1.103e+01,   2.395e-01,       0.116,      -0.008,      -0.993,   1.208e+00,     -0.0745
 570,   8.386e+00,   1.103e+01,   1.854e-01,       0.050,       0.023,      -0.998,   1.202e+00,     -0.1878
 571,   7.759e+00,   1.103e+01,   1.735e-01,      -0.014,       0.054,      -0.998,   1.120e+00,     -0.2114
 572,   7.198e+00,   1.103e+01,   1.949e-01,      -0.066,       0.080,      -0.995,   9.649e-01,     -0.1956
 573,   6.739e+00,   1.103e+01,   2.366e-01,      -0.122,       0.109,      -0.986,   7.464e-01,     -0.1788
 574,   6.415e+00,   1.103e+01,   2.911e-01,      -0.229,       0.166,      -0.959,   4.823e-01,     -0.2238
 575,   6.247e+00,   1.103e+01,   3.648e-01,      -0.660,       0.395,      -0.639,   2.461e-01,      0.3283
 576,   6.247e+00,   1.103e+01,   4.707e-01,      -0.752,       0.404,       0.520,   3.053e-01,      0.4699
 577,   6.415e+00,   1.103e+01,   5.818e-01,      -0.359,       0.172,       0.917,   5.055e-01,     -0.3830
 578,   6.739e+00,   1.103e+01,   6.654e-01,      -0.171,       0.067,       0.983,   7.497e-01,     -0.4423
 579,   7.198e+00,   1.103e+01,   7.235e-01,      -0.090,       0.024,       0.996,   9.643e-01,     -0.4068
 580,   7.759e+00,   1.103e+01,   7.573e-01,      -0.034,      -0.004,       0.999,   1.118e+00,     -0.3942
 581,   8.386e+00,   1.103e+01,   7.627e-01,       0.015,      -0.028,       0.999,   1.200e+00,     -0.3818
 582,   9.034e+00,   1.103e+01,   7.343e-01,       0.072,      -0.054,       0.996,   1.204e+00,     -0.3413
 583,   9.660e+00,   1.103e+01,   6.732e-01,       0.123,      -0.076,       0.989,   1.129e+00,     -0.2544
 584,   1.022e+01,   1.103e+01,   5.946e-01,       0.156,      -0.089,       0.984,   9.751e-01,     -0.1535
 585,   1.068e+01,   1.103e+01,   5.167e-01,       0.181,      -0.098,       0.979,   7.523e-01,     -0.0587
 586,   1.100e+01,   1.103e+01,   4.513e-01,       0.221,      -0.112,       0.969,   4.776e-01,      0.0922
 587,   1.117e+01,   1.103e+01,   4.136e-01,       0.210,      -0.108,       0.972,   1.624e-01,      0.1872
Strip 25
 588,   1.180e+01,   1.283e+01,   4.708e-01,      -0.004,       0.038,      -0.999,   1.385e-01,      0.2172
 589,   1.165e+01,   1.283e+01,   4.703e-01,       0.006,       0.035,      -0.999,   4.062e-01,      0.2076
 590,   1.135e+01,   1.283e+01,   4.629e-01,       0.037,       0.023,      -0.999,   6.464e-01,      0.1861
 591,   1.092e+01,   1.283e+01,   4.379e-01,       0.076,       0.008,      -0.997,   8.442e-01,      0.1446
 592,   1.041e+01,   1.283e+01,   3.866e-01,       0.118,      -0.008,      -0.993,   9.873e-01,      0.0627
 593,   9.828e+00,   1.284e+01,   3.186e-01,       0.116,      -0.008,      -0.993,   1.059e+00,     -0.0730
 594,   9.231e+00,   1.284e+01,   2.687e-01,       0.050,       0.023,      -0.998,   1.054e+00,     -0.1853
 595,   8.653e+00,   1.284e+01,   2.577e-01,      -0.014,       0.054,      -0.998,   9.815e-01,     -0.2082
 596,   8.136e+00,   1.284e+01,   2.774e-01,      -0.066,       0.080,      -0.995,   8.458e-01,     -0.1914
 597,   7.713e+00,   1.284e+01,   3.159e-01,      -0.122,       0.109,      -0.986,   6.542e-01,     -0.1725
 598,   7.414e+00,   1.284e+01,   3.661e-01,      -0.229,       0.167,      -0.959,   4.227e-01,     -0.2119
 599,   7.259e+00,   1.283e+01,   4.341e-01,      -0.660,       0.395,      -0.639,   2.156e-01,      0.3420
 600,   7.259e+00,   1.283e+01,   5.317e-01,      -0.752,       0.404,       0.521,   2.678e-01,      0.4584
 601,   7.414e+00,   1.283e+01,   6.341e-01,      -0.359,       0.172,       0.917,   4.433e-01,     -0.3970
 602,   7.713e+00,   1.283e+01,   7.112e-01,      -0.171,       0.067,       0.983,   6.573e-01,     -0.4507
 603,   8.136e+00,   1.283e+01,   7.647e-01,      -0.090,       0.024,       0.996,   8.454e-01,     -0.4124
 604,   8.653e+00,   1.283e+01,   7.960e-01,      -0.034,      -0.004,       0.999,   9.804e-01,     -0.3982
 605,   9.231e+00,   1.283e+01,   8.009e-01,       0.015,      -0.028,       0.999,   1.052e+00,     -0.3847
 606,   9.828e+00,   1.283e+01,   7.747e-01,       0.072,      -0.054,       0.996,   1.055e+00,     -0.3435
 607,   1.041e+01,   1.283e+01,   7.184e-01,       0.123,      -0.076,       0.989,   9.897e-01,     -0.2559
 608,   1.092e+01,   1.283e+01,   6.459e-01,       0.156,      -0.089,       0.984,   8.547e-01,     -0.1543
 609,   1.135e+01,   1.283e+01,   5.741e-01,       0.181,      -0.098,       0.979,   6.594e-01,     -0.0591
 610,   1.165e+01,   1.283e+01,   5.138e-01,       0.221,      -0.112,       0.969,   4.186e-01,      0.0922
 611,   1.180e+01,   1.283e+01,   4.791e-01,       0.210,      -0.108,       0.972,   1.424e-01,      0.1874
Strip 26
 612,   1.239e+01,   1.454e+01,   5.333e-01,      -0.004,       0.038,      -0.999,   1.199e-01,      0.2173
 613,   1.225e+01,   1.454e+01,   5.329e-01,       0.006,       0.035,      -0.999,   3.515e-01,      0.2078
 614,   1.198e+01,   1.454e+01,   5.261e-01,       0.037,       0.023,      -0.999,   5.594e-01,      0.1864
 615,   1.159e+01,   1.454e+01,   5.031e-01,       0.076,       0.008,      -0.997,   7.306e-01,      0.1451
 616,   1.111e+01,   1.454e+01,   4.559e-01,       0.118,      -0.008,      -0.993,   8.545e-01,      0.0635
 617,   1.058e+01,   1.454e+01,   3.933e-01,       0.116,      -0.008,      -0.993,   9.169e-01,     -0.0716
 618,   1.003e+01,   1.454e+01,   3.474e-01,       0.050,       0.023,      -0.998,   9.118e-01,     -0.1833
 619,   9.499e+00,   1.454e+01,   3.374e-01,      -0.014,       0.054,      -0.998,   8.494e-01,     -0.2055
 620,   9.022e+00,   1.454e+01,   3.555e-01,      -0.066,       0.080,      -0.995,   7.319e-01,     -0.1877
 621,   8.634e+00,   1.454e+01,   3.909e-01,      -0.122,       0.109,      -0.986,   5.661e-01,     -0.1671
 622,   8.359e+00,   1.454e+01,   4.371e-01,      -0.229,       0.167,      -0.959,   3.657e-01,     -0.2014
 623,   8.216e+00,   1.454e+01,   4.996e-01,      -0.661,       0.395,      -0.638,   1.865e-01,      0.3538
 624,   8.216e+00,   1.454e+01,   5.894e-01,      -0.752,       0.404,       0.522,   2.318e-01,      0.4480
 625,   8.359e+00,   1.454e+01,   6.836e-01,      -0.359,       0.172,       0.918,   3.837e-01,     -0.4090
 626,   8.634e+00,   1.454e+01,   7.545e-01,      -0.171,       0.067,       0.983,   5.689e-01,     -0.4578
 627,   9.022e+00,   1.454e+01,   8.038e-01,      -0.090,       0.024,       0.996,   7.316e-01,     -0.4171
 628,   9.499e+00,   1.454e+01,   8.325e-01,      -0.034,      -0.004,       0.999,   8.485e-01,     -0.4016
 629,   1.003e+01,   1.454e+01,   8.370e-01,       0.015,      -0.028,       0.999,   9.102e-01,     -0.3873
 630,   1.058e+01,   1.454e+01,   8.129e-01,       0.072,      -0.054,       0.996,   9.132e-01,     -0.3453
 631,   1.111e+01,   1.454e+01,   7.611e-01,       0.123,      -0.076,       0.989,   8.563e-01,     -0.2571
 632,   1.159e+01,   1.454e+01,   6.944e-01,       0.156,      -0.089,       0.984,   7.395e-01,     -0.1551
 633,   1.198e+01,   1.454e+01,   6.284e-01,       0.181,      -0.098,       0.978,   5.705e-01,     -0.0594
 634,   1.225e+01,   1.454e+01,   5.730e-01,       0.221,      -0.112,       0.969,   3.622e-01,      0.0922
 635,   1.239e+01,   1.454e+01,   5.410e-01,       0.210,      -0.108,       0.972,   1.232e-01,      0.1876
Strip 27
 636,   1.295e+01,   1.614e+01,   5.919e-01,      -0.004,       0.038,      -0.999,   1.023e-01,      0.2174
 637,   1.282e+01,   1.614e+01,   5.914e-01,       0.006,       0.035,      -0.999,   3.001e-01,      0.2079
 638,   1.257e+01,   1.614e+01,   5.852e-01,       0.037,       0.023,      -0.999,   4.776e-01,      0.1866
 639,   1.221e+01,   1.614e+01,   5.641e-01,       0.076,       0.008,      -0.997,   6.238e-01,      0.1454
 640,   1.177e+01,   1.614e+01,   5.207e-01,       0.118,      -0.008,      -0.993,   7.296e-01,      0.0641
 641,   1.128e+01,   1.614e+01,   4.633e-01,       0.116,      -0.008,      -0.993,   7.828e-01,     -0.0705
 642,   1.078e+01,   1.614e+01,   4.211e-01,       0.050,       0.023,      -0.998,   7.784e-01,     -0.1817
 643,   1.029e+01,   1.614e+01,   4.119e-01,      -0.014,       0.054,      -0.998,   7.251e-01,     -0.2032
 644,   9.852e+00,   1.614e+01,   4.285e-01,      -0.066,       0.080,      -0.995,   6.248e-01,     -0.1845
 645,   9.495e+00,   1.614e+01,   4.610e-01,      -0.122,       0.109,      -0.986,   4.832e-01,     -0.1625
 646,   9.242e+00,   1.614e+01,   5.035e-01,      -0.229,       0.167,      -0.959,   3.121e-01,     -0.1928
 647,   9.111e+00,   1.614e+01,   5.609e-01,      -0.661,       0.395,      -0.638,   1.591e-01,      0.3638
 648,   9.111e+00,   1.614e+01,   6.434e-01,      -0.751,       0.404,       0.522,   1.980e-01,      0.4388
 649,   9.242e+00,   1.614e+01,   7.299e-01,      -0.358,       0.172,       0.918,   3.277e-01,     -0.4192
 650,   9.495e+00,   1.613e+01,   7.950e-01,      -0.170,       0.067,       0.983,   4.858e-01,     -0.4638
 651,   9.852e+00,   1.613e+01,   8.402e-01,      -0.090,       0.024,       0.996,   6.247e-01,     -0.4210
 652,   1.029e+01,   1.613e+01,   8.666e-01,      -0.034,      -0.004,       0.999,   7.244e-01,     -0.4044
 653,   1.078e+01,   1.613e+01,   8.708e-01,       0.015,      -0.028,       0.999,   7.770e-01,     -0.3893
 654,   1.128e+01,   1.613e+01,   8.486e-01,       0.072,      -0.054,       0.996,   7.795e-01,     -0.3467
 655,   1.177e+01,   1.613e+01,   8.011e-01,       0.123,      -0.076,       0.989,   7.310e-01,     -0.2580
 656,   1.221e+01,   1.614e+01,   7.398e-01,       0.156,      -0.089,       0.984,   6.312e-01,     -0.1556
 657,   1.257e+01,   1.614e+01,   6.792e-01,       0.181,      -0.098,       0.978,   4.870e-01,     -0.0597
 658,   1.282e+01,   1.614e+01,   6.283e-01,       0.221,      -0.112,       0.969,   3.091e-01,      0.0923
 659,   1.295e+01,   1.614e+01,   5.989e-01,       0.210,      -0.108,       0.972,   1.051e-01,      0.1878
Strip 28
 660,   1.346e+01,   1.761e+01,   6.459e-01,      -0.004,       0.038,      -0.999,   8.612e-02,      0.2174
 661,   1.334e+01,   1.761e+01,   6.455e-01,       0.006,       0.035,      -0.999,   2.525e-01,      0.2080
 662,   1.311e+01,   1.761e+01,   6.398e-01,       0.037,       0.023,      -0.999,   4.018e-01,      0.1867
 663,   1.278e+01,   1.761e+01,   6.204e-01,       0.076,       0.008,      -0.997,   5.249e-01,      0.1456
 664,   1.238e+01,   1.761e+01,   5.806e-01,       0.118,      -0.008,      -0.993,   6.139e-01,      0.0645
 665,   1.193e+01,   1.761e+01,   5.278e-01,       0.116,      -0.008,      -0.993,   6.588e-01,     -0.0698
 666,   1.147e+01,   1.761e+01,   4.891e-01,       0.050,       0.023,      -0.998,   6.550e-01,     -0.1805
 667,   1.102e+01,   1.761e+01,   4.806e-01,      -0.014,       0.054,      -0.998,   6.101e-01,     -0.2015
 668,   1.062e+01,   1.761e+01,   4.959e-01,      -0.066,       0.080,      -0.995,   5.256e-01,     -0.1821
 669,   1.029e+01,   1.761e+01,   5.258e-01,      -0.122,       0.109,      -0.986,   4.065e-01,     -0.1588
 670,   1.006e+01,   1.761e+01,   5.647e-01,      -0.229,       0.167,      -0.959,   2.625e-01,     -0.1857
 671,   9.938e+00,   1.761e+01,   6.174e-01,      -0.662,       0.395,      -0.637,   1.338e-01,      0.3720
 672,   9.938e+00,   1.761e+01,   6.932e-01,      -0.751,       0.403,       0.523,   1.667e-01,      0.4311
 673,   1.006e+01,   1.761e+01,   7.726e-01,      -0.358,       0.172,       0.918,   2.759e-01,     -0.4273
 674,   1.029e+01,   1.761e+01,   8.324e-01,      -0.170,       0.067,       0.983,   4.088e-01,     -0.4685
 675,   1.062e+01,   1.761e+01,   8.739e-01,      -0.090,       0.024,       0.996,   5.256e-01,     -0.4240
 676,   1.102e+01,   1.761e+01,   8.982e-01,      -0.034,      -0.004,       0.999,   6.095e-01,     -0.4064
 677,   1.147e+01,   1.761e+01,   9.020e-01,       0.015,      -0.028,       0.999,   6.538e-01,     -0.3907
 678,   1.193e+01,   1.761e+01,   8.816e-01,       0.072,      -0.054,       0.996,   6.558e-01,     -0.3477
 679,   1.238e+01,   1.761e+01,   8.380e-01,       0.123,      -0.076,       0.989,   6.149e-01,     -0.2586
 680,   1.278e+01,   1.761e+01,   7.817e-01,       0.156,      -0.089,       0.984,   5.310e-01,     -0.1559
 681,   1.311e+01,   1.761e+01,   7.260e-01,       0.181,      -0.098,       0.978,   4.097e-01,     -0.0597
 682,   1.334e+01,   1.761e+01,   6.793e-01,       0.221,      -0.112,       0.969,   2.601e-01,      0.0925
 683,   1.346e+01,   1.761e+01,   6.523e-01,       0.210,      -0.108,       0.972,   8.845e-02,      0.1881
Strip 29
 684,   1.393e+01,   1.895e+01,   6.950e-01,      -0.004,       0.038,      -0.999,   7.132e-02,      0.2175
 685,   1.382e+01,   1.895e+01,   6.946e-01,       0.006,       0.035,      -0.999,   2.091e-01,      0.2080
 686,   1.360e+01,   1.895e+01,   6.894e-01,       0.037,       0.023,      -0.999,   3.328e-01,      0.1868
 687,   1.330e+01,   1.895e+01,   6.715e-01,       0.076,       0.008,      -0.997,   4.347e-01,      0.1456
 688,   1.293e+01,   1.895e+01,   6.350e-01,       0.118,      -0.008,      -0.993,   5.085e-01,      0.0646
 689,   1.252e+01,   1.895e+01,   5.865e-01,       0.116,      -0.008,      -0.993,   5.456e-01,     -0.0694
 690,   1.209e+01,   1.895e+01,   5.509e-01,       0.050,       0.023,      -0.998,   5.425e-01,     -0.1798
 691,   1.168e+01,   1.895e+01,   5.431e-01,      -0.014,       0.054,      -0.998,   5.052e-01,     -0.2005
 692,   1.131e+01,   1.895e+01,   5.572e-01,      -0.066,       0.080,      -0.995,   4.352e-01,     -0.1806
 693,   1.101e+01,   1.895e+01,   5.846e-01,      -0.122,       0.109,      -0.986,   3.365e-01,     -0.1563
 694,   1.080e+01,   1.895e+01,   6.204e-01,      -0.229,       0.167,      -0.959,   2.173e-01,     -0.1808
 695,   1.069e+01,   1.895e+01,   6.688e-01,      -0.662,       0.396,      -0.636,   1.107e-01,      0.3780
 696,   1.069e+01,   1.895e+01,   7.385e-01,      -0.750,       0.403,       0.524,   1.381e-01,      0.4253
 697,   1.080e+01,   1.895e+01,   8.115e-01,      -0.358,       0.172,       0.918,   2.286e-01,     -0.4329
 698,   1.101e+01,   1.895e+01,   8.664e-01,      -0.170,       0.067,       0.983,   3.386e-01,     -0.4716
 699,   1.131e+01,   1.895e+01,   9.046e-01,      -0.090,       0.024,       0.996,   4.354e-01,     -0.4257
 700,   1.168e+01,   1.895e+01,   9.268e-01,      -0.034,      -0.004,       0.999,   5.048e-01,     -0.4075
 701,   1.209e+01,   1.895e+01,   9.303e-01,       0.015,      -0.028,       0.999,   5.414e-01,     -0.3913
 702,   1.252e+01,   1.895e+01,   9.116e-01,       0.072,      -0.054,       0.996,   5.431e-01,     -0.3478
 703,   1.293e+01,   1.895e+01,   8.715e-01,       0.123,      -0.076,       0.989,   5.092e-01,     -0.2585
 704,   1.330e+01,   1.895e+01,   8.198e-01,       0.156,      -0.089,       0.984,   4.397e-01,     -0.1556
 705,   1.360e+01,   1.895e+01,   7.686e-01,       0.182,      -0.098,       0.978,   3.392e-01,     -0.0593
 706,   1.382e+01,   1.895e+01,   7.257e-01,       0.221,      -0.112,       0.969,   2.153e-01,      0.0929
