xflr5 v6.61

Project Wing
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  20.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   1.822068
Cy    = ,   0.000000
Cd=,   0.100303,ICd=,    0.100303,PCd=,    0.000000
Cl   = ,-5.37791e-15
Cm   =,    -2.55629
ICn=,    0.000000,PCn=,    0.000000
XCP=,    7.469389, YCP=,    0.000000, ZCP=,    0.563705 
XNP=,    0.000000
Bending =, 114713.817872

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -23.8795,   2.2299,-11.544, 0.637247, 0.000000, 0.130123,-4.326832, 0.077912, 0.0000, 0.0000, 0.1346, 0.0000
  -23.6977,   2.2692, -9.511, 1.054153, 0.000000, 0.176543,-6.826276, 0.041012, 0.0000, 0.0000, 0.2082, 1.4718
  -23.3357,   2.3476, -7.948, 1.414692, 0.000000, 0.197392,-8.691083, 0.030875, 0.0000, 0.0000, 0.2236,19.1756
  -22.7960,   2.4644, -6.458, 1.674048, 0.000000, 0.189347,-9.686865, 0.003602, 0.0000, 0.0000, 0.2430,96.2502
  -22.0828,   2.6189, -5.138, 1.837124, 0.000000, 0.165005,-9.793113,-0.019227, 0.0000, 0.0000, 0.2554,313.7024
  -21.2015,   2.8097, -4.121, 1.926318, 0.000000, 0.138552,-9.274820,-0.033591, 0.0000, 0.0000, 0.2622,794.3893
  -20.1589,   3.0354, -3.441, 1.965948, 0.000000, 0.117963,-8.409726,-0.041566, 0.0000, 0.0000, 0.2659,1703.5272
  -18.9629,   3.2943, -3.045, 1.974114, 0.000000, 0.104709,-7.397995,-0.045798, 0.0000, 0.0000, 0.2679,3247.4891
  -17.6226,   3.5845, -2.853, 1.962145, 0.000000, 0.097445,-6.361866,-0.048001, 0.0000, 0.0000, 0.2691,5671.0761
  -16.1481,   3.9038, -2.801, 1.936599, 0.000000, 0.094381,-5.369253,-0.049103, 0.0000, 0.0000, 0.2700,9252.5757
  -14.5508,   4.2496, -2.844, 1.901092, 0.000000, 0.094036,-4.454338,-0.049616, 0.0000, 0.0000, 0.2707,14295.8852
  -12.8427,   4.6194, -2.951, 1.857424, 0.000000, 0.095277,-3.631575,-0.049808, 0.0000, 0.0000, 0.2714,21119.2497
  -11.0368,   5.0104, -3.099, 1.806254, 0.000000, 0.097222,-2.904092,-0.049879, 0.0000, 0.0000, 0.2722,30040.4724
   -9.1470,   5.4196, -3.267, 1.747395, 0.000000, 0.099057,-2.269238,-0.050052, 0.0000, 0.0000, 0.2733,41358.8049
   -7.1875,   5.8438, -3.430, 1.679923, 0.000000, 0.099798,-1.721738,-0.050748, 0.0000, 0.0000, 0.2749,55334.0031
   -5.1734,   6.2799, -3.541, 1.602112, 0.000000, 0.097896,-1.255990,-0.053027, 0.0000, 0.0000, 0.2778,72163.2733
   -3.1199,   6.7245, -3.495, 1.511073, 0.000000, 0.090195,-0.868703,-0.059912, 0.0000, 0.0000, 0.2843,91956.9891
   -1.0426,   7.1743, -2.973, 1.396235, 0.000000, 0.065956,-0.563674,-0.082483, 0.0000, 0.0000, 0.3038,114713.8179
    1.0426,   7.1743, -2.973, 1.396235, 0.000000, 0.065956,-0.563674,-0.082483, 0.0000, 0.0000, 0.3038,114713.8179
    3.1199,   6.7245, -3.495, 1.511073, 0.000000, 0.090195,-0.868703,-0.059912, 0.0000, 0.0000, 0.2843,91956.9891
    5.1734,   6.2799, -3.541, 1.602112, 0.000000, 0.097896,-1.255990,-0.053027, 0.0000, 0.0000, 0.2778,72163.2733
    7.1875,   5.8438, -3.430, 1.679923, 0.000000, 0.099798,-1.721738,-0.050748, 0.0000, 0.0000, 0.2749,55334.0031
    9.1470,   5.4196, -3.267, 1.747395, 0.000000, 0.099057,-2.269238,-0.050052, 0.0000, 0.0000, 0.2733,41358.8049
   11.0368,   5.0104, -3.099, 1.806254, 0.000000, 0.097222,-2.904092,-0.049879, 0.0000, 0.0000, 0.2722,30040.4724
   12.8427,   4.6194, -2.951, 1.857424, 0.000000, 0.095277,-3.631575,-0.049808, 0.0000, 0.0000, 0.2714,21119.2497
   14.5508,   4.2496, -2.844, 1.901092, 0.000000, 0.094036,-4.454338,-0.049616, 0.0000, 0.0000, 0.2707,14295.8852
   16.1481,   3.9038, -2.801, 1.936599, 0.000000, 0.094381,-5.369253,-0.049103, 0.0000, 0.0000, 0.2700,9252.5757
   17.6226,   3.5845, -2.853, 1.962145, 0.000000, 0.097445,-6.361866,-0.048001, 0.0000, 0.0000, 0.2691,5671.0761
   18.9629,   3.2943, -3.045, 1.974114, 0.000000, 0.104709,-7.397995,-0.045798, 0.0000, 0.0000, 0.2679,3247.4891
   20.1589,   3.0354, -3.441, 1.965948, 0.000000, 0.117963,-8.409726,-0.041566, 0.0000, 0.0000, 0.2659,1703.5272
   21.2015,   2.8097, -4.121, 1.926318, 0.000000, 0.138552,-9.274820,-0.033591, 0.0000, 0.0000, 0.2622,794.3893
   22.0828,   2.6189, -5.138, 1.837124, 0.000000, 0.165005,-9.793113,-0.019227, 0.0000, 0.0000, 0.2554,313.7024
   22.7960,   2.4644, -6.458, 1.674048, 0.000000, 0.189347,-9.686865, 0.003602, 0.0000, 0.0000, 0.2430,96.2502
   23.3357,   2.3476, -7.948, 1.414692, 0.000000, 0.197392,-8.691083, 0.030875, 0.0000, 0.0000, 0.2236,19.1756
   23.6977,   2.2692, -9.511, 1.054153, 0.000000, 0.176543,-6.826276, 0.041012, 0.0000, 0.0000, 0.2082, 1.4718
   23.8795,   2.2299,-11.544, 0.637247, 0.000000, 0.130123,-4.326832, 0.077912, 0.0000, 0.0000, 0.1346, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 519,   8.726e+00,   7.183e+00,   2.219e-01,       0.076,       0.008,      -0.997,   1.208e+00,      0.3802
 520,   8.071e+00,   7.183e+00,   1.570e-01,       0.118,      -0.008,      -0.993,   1.412e+00,      0.3784
 521,   7.341e+00,   7.184e+00,   7.100e-02,       0.116,      -0.008,      -0.993,   1.515e+00,      0.3787
 522,   6.584e+00,   7.184e+00,   7.875e-03,       0.050,       0.023,      -0.998,   1.507e+00,      0.4366
 523,   5.854e+00,   7.184e+00,  -5.988e-03,      -0.014,       0.054,      -0.998,   1.404e+00,      0.5509
 524,   5.199e+00,   7.184e+00,   1.896e-02,      -0.066,       0.080,      -0.995,   1.210e+00,      0.6851
 525,   4.664e+00,   7.184e+00,   6.765e-02,      -0.122,       0.109,      -0.986,   9.362e-01,      0.7734
 526,   4.286e+00,   7.183e+00,   1.312e-01,      -0.229,       0.166,      -0.959,   6.051e-01,      0.2187
 527,   4.091e+00,   7.183e+00,   2.172e-01,      -0.660,       0.394,      -0.640,   3.088e-01,     -4.0979
 528,   4.091e+00,   7.182e+00,   3.407e-01,      -0.753,       0.405,       0.519,   3.826e-01,    -10.4441
 529,   4.286e+00,   7.182e+00,   4.703e-01,      -0.359,       0.172,       0.917,   6.335e-01,     -6.5309
 530,   4.664e+00,   7.181e+00,   5.678e-01,      -0.171,       0.067,       0.983,   9.398e-01,     -3.1715
 531,   5.199e+00,   7.181e+00,   6.355e-01,      -0.090,       0.024,       0.996,   1.209e+00,     -1.9266
 532,   5.854e+00,   7.181e+00,   6.750e-01,      -0.034,      -0.004,       0.999,   1.402e+00,     -1.3536
 533,   6.584e+00,   7.181e+00,   6.813e-01,       0.015,      -0.028,       0.999,   1.505e+00,     -1.0053
 534,   7.341e+00,   7.181e+00,   6.481e-01,       0.072,      -0.054,       0.996,   1.510e+00,     -0.7212
 535,   8.071e+00,   7.181e+00,   5.769e-01,       0.123,      -0.076,       0.989,   1.416e+00,     -0.4503
 536,   8.726e+00,   7.182e+00,   4.852e-01,       0.156,      -0.089,       0.984,   1.223e+00,     -0.2218
 537,   9.261e+00,   7.182e+00,   3.943e-01,       0.181,      -0.098,       0.979,   9.436e-01,     -0.0359
 538,   9.639e+00,   7.182e+00,   3.181e-01,       0.221,      -0.112,       0.969,   5.991e-01,      0.1920
 539,   9.835e+00,   7.183e+00,   2.741e-01,       0.210,      -0.108,       0.972,   2.037e-01,      0.3050
Strip 23
 540,   1.052e+01,   9.141e+00,   3.354e-01,      -0.004,       0.038,      -0.999,   1.781e-01,      0.3141
 541,   1.033e+01,   9.141e+00,   3.348e-01,       0.006,       0.035,      -0.999,   5.220e-01,      0.3387
 542,   9.983e+00,   9.141e+00,   3.261e-01,       0.037,       0.023,      -0.999,   8.307e-01,      0.3668
 543,   9.488e+00,   9.141e+00,   2.968e-01,       0.076,       0.008,      -0.997,   1.085e+00,      0.3828
 544,   8.880e+00,   9.141e+00,   2.366e-01,       0.118,      -0.008,      -0.993,   1.269e+00,      0.3837
 545,   8.203e+00,   9.142e+00,   1.568e-01,       0.116,      -0.008,      -0.993,   1.361e+00,      0.3883
 546,   7.501e+00,   9.142e+00,   9.824e-02,       0.050,       0.023,      -0.998,   1.354e+00,      0.4501
 547,   6.824e+00,   9.142e+00,   8.538e-02,      -0.014,       0.054,      -0.998,   1.261e+00,      0.5658
 548,   6.217e+00,   9.142e+00,   1.085e-01,      -0.066,       0.080,      -0.995,   1.087e+00,      0.6965
 549,   5.721e+00,   9.142e+00,   1.537e-01,      -0.122,       0.109,      -0.986,   8.410e-01,      0.7660
 550,   5.370e+00,   9.142e+00,   2.126e-01,      -0.229,       0.166,      -0.959,   5.435e-01,      0.0891
 551,   5.188e+00,   9.141e+00,   2.923e-01,      -0.660,       0.395,      -0.639,   2.773e-01,     -4.6945
 552,   5.188e+00,   9.140e+00,   4.069e-01,      -0.752,       0.404,       0.520,   3.439e-01,    -11.3327
 553,   5.370e+00,   9.140e+00,   5.271e-01,      -0.359,       0.172,       0.917,   5.693e-01,     -6.9727
 554,   5.721e+00,   9.139e+00,   6.175e-01,      -0.171,       0.067,       0.983,   8.444e-01,     -3.3577
 555,   6.217e+00,   9.139e+00,   6.803e-01,      -0.090,       0.024,       0.996,   1.086e+00,     -2.0283
 556,   6.824e+00,   9.139e+00,   7.169e-01,      -0.034,      -0.004,       0.999,   1.260e+00,     -1.4179
 557,   7.501e+00,   9.139e+00,   7.227e-01,       0.015,      -0.028,       0.999,   1.352e+00,     -1.0483
 558,   8.203e+00,   9.139e+00,   6.920e-01,       0.072,      -0.054,       0.996,   1.356e+00,     -0.7499
 559,   8.880e+00,   9.139e+00,   6.259e-01,       0.123,      -0.076,       0.989,   1.272e+00,     -0.4685
 560,   9.488e+00,   9.140e+00,   5.409e-01,       0.156,      -0.089,       0.984,   1.099e+00,     -0.2327
 561,   9.983e+00,   9.140e+00,   4.566e-01,       0.181,      -0.098,       0.979,   8.477e-01,     -0.0415
 562,   1.033e+01,   9.141e+00,   3.859e-01,       0.221,      -0.112,       0.969,   5.381e-01,      0.1907
 563,   1.052e+01,   9.141e+00,   3.451e-01,       0.210,      -0.108,       0.972,   1.830e-01,      0.3057
Strip 24
 564,   1.117e+01,   1.103e+01,   4.046e-01,      -0.004,       0.038,      -0.999,   1.580e-01,      0.3133
 565,   1.100e+01,   1.103e+01,   4.041e-01,       0.006,       0.035,      -0.999,   4.633e-01,      0.3386
 566,   1.068e+01,   1.103e+01,   3.960e-01,       0.037,       0.023,      -0.999,   7.373e-01,      0.3679
 567,   1.022e+01,   1.103e+01,   3.689e-01,       0.076,       0.008,      -0.997,   9.630e-01,      0.3852
 568,   9.660e+00,   1.103e+01,   3.133e-01,       0.118,      -0.008,      -0.993,   1.126e+00,      0.3884
 569,   9.034e+00,   1.103e+01,   2.395e-01,       0.116,      -0.008,      -0.993,   1.208e+00,      0.3967
 570,   8.386e+00,   1.103e+01,   1.854e-01,       0.050,       0.023,      -0.998,   1.202e+00,      0.4618
 571,   7.759e+00,   1.103e+01,   1.735e-01,      -0.014,       0.054,      -0.998,   1.120e+00,      0.5782
 572,   7.198e+00,   1.103e+01,   1.949e-01,      -0.066,       0.080,      -0.995,   9.649e-01,      0.7054
 573,   6.739e+00,   1.103e+01,   2.366e-01,      -0.122,       0.109,      -0.986,   7.464e-01,      0.7572
 574,   6.415e+00,   1.103e+01,   2.911e-01,      -0.229,       0.166,      -0.959,   4.823e-01,     -0.0313
 575,   6.247e+00,   1.103e+01,   3.648e-01,      -0.660,       0.395,      -0.639,   2.461e-01,     -5.2317
 576,   6.247e+00,   1.103e+01,   4.707e-01,      -0.752,       0.404,       0.520,   3.053e-01,    -12.1132
 577,   6.415e+00,   1.103e+01,   5.818e-01,      -0.359,       0.172,       0.917,   5.055e-01,     -7.3569
 578,   6.739e+00,   1.103e+01,   6.654e-01,      -0.171,       0.067,       0.983,   7.497e-01,     -3.5196
 579,   7.198e+00,   1.103e+01,   7.235e-01,      -0.090,       0.024,       0.996,   9.643e-01,     -2.1174
 580,   7.759e+00,   1.103e+01,   7.573e-01,      -0.034,      -0.004,       0.999,   1.118e+00,     -1.4751
 581,   8.386e+00,   1.103e+01,   7.627e-01,       0.015,      -0.028,       0.999,   1.200e+00,     -1.0874
 582,   9.034e+00,   1.103e+01,   7.343e-01,       0.072,      -0.054,       0.996,   1.204e+00,     -0.7766
 583,   9.660e+00,   1.103e+01,   6.732e-01,       0.123,      -0.076,       0.989,   1.129e+00,     -0.4859
 584,   1.022e+01,   1.103e+01,   5.946e-01,       0.156,      -0.089,       0.984,   9.751e-01,     -0.2434
 585,   1.068e+01,   1.103e+01,   5.167e-01,       0.181,      -0.098,       0.979,   7.523e-01,     -0.0473
 586,   1.100e+01,   1.103e+01,   4.513e-01,       0.221,      -0.112,       0.969,   4.776e-01,      0.1889
 587,   1.117e+01,   1.103e+01,   4.136e-01,       0.210,      -0.108,       0.972,   1.624e-01,      0.3058
Strip 25
 588,   1.180e+01,   1.283e+01,   4.708e-01,      -0.004,       0.038,      -0.999,   1.385e-01,      0.3123
 589,   1.165e+01,   1.283e+01,   4.703e-01,       0.006,       0.035,      -0.999,   4.062e-01,      0.3383
 590,   1.135e+01,   1.283e+01,   4.629e-01,       0.037,       0.023,      -0.999,   6.464e-01,      0.3685
 591,   1.092e+01,   1.283e+01,   4.379e-01,       0.076,       0.008,      -0.997,   8.442e-01,      0.3870
 592,   1.041e+01,   1.283e+01,   3.866e-01,       0.118,      -0.008,      -0.993,   9.873e-01,      0.3922
 593,   9.828e+00,   1.284e+01,   3.186e-01,       0.116,      -0.008,      -0.993,   1.059e+00,      0.4037
 594,   9.231e+00,   1.284e+01,   2.687e-01,       0.050,       0.023,      -0.998,   1.054e+00,      0.4715
 595,   8.653e+00,   1.284e+01,   2.577e-01,      -0.014,       0.054,      -0.998,   9.815e-01,      0.5885
 596,   8.136e+00,   1.284e+01,   2.774e-01,      -0.066,       0.080,      -0.995,   8.458e-01,      0.7121
 597,   7.713e+00,   1.284e+01,   3.159e-01,      -0.122,       0.109,      -0.986,   6.542e-01,      0.7473
 598,   7.414e+00,   1.284e+01,   3.661e-01,      -0.229,       0.167,      -0.959,   4.227e-01,     -0.1433
 599,   7.259e+00,   1.283e+01,   4.341e-01,      -0.660,       0.395,      -0.639,   2.156e-01,     -5.7200
 600,   7.259e+00,   1.283e+01,   5.317e-01,      -0.752,       0.404,       0.521,   2.678e-01,    -12.8069
 601,   7.414e+00,   1.283e+01,   6.341e-01,      -0.359,       0.172,       0.917,   4.433e-01,     -7.6952
 602,   7.713e+00,   1.283e+01,   7.112e-01,      -0.171,       0.067,       0.983,   6.573e-01,     -3.6619
 603,   8.136e+00,   1.283e+01,   7.647e-01,      -0.090,       0.024,       0.996,   8.454e-01,     -2.1958
 604,   8.653e+00,   1.283e+01,   7.960e-01,      -0.034,      -0.004,       0.999,   9.804e-01,     -1.5256
 605,   9.231e+00,   1.283e+01,   8.009e-01,       0.015,      -0.028,       0.999,   1.052e+00,     -1.1220
 606,   9.828e+00,   1.283e+01,   7.747e-01,       0.072,      -0.054,       0.996,   1.055e+00,     -0.8005
 607,   1.041e+01,   1.283e+01,   7.184e-01,       0.123,      -0.076,       0.989,   9.897e-01,     -0.5017
 608,   1.092e+01,   1.283e+01,   6.459e-01,       0.156,      -0.089,       0.984,   8.547e-01,     -0.2531
 609,   1.135e+01,   1.283e+01,   5.741e-01,       0.181,      -0.098,       0.979,   6.594e-01,     -0.0528
 610,   1.165e+01,   1.283e+01,   5.138e-01,       0.221,      -0.112,       0.969,   4.186e-01,      0.1870
 611,   1.180e+01,   1.283e+01,   4.791e-01,       0.210,      -0.108,       0.972,   1.424e-01,      0.3055
Strip 26
 612,   1.239e+01,   1.454e+01,   5.333e-01,      -0.004,       0.038,      -0.999,   1.199e-01,      0.3112
 613,   1.225e+01,   1.454e+01,   5.329e-01,       0.006,       0.035,      -0.999,   3.515e-01,      0.3376
 614,   1.198e+01,   1.454e+01,   5.261e-01,       0.037,       0.023,      -0.999,   5.594e-01,      0.3686
 615,   1.159e+01,   1.454e+01,   5.031e-01,       0.076,       0.008,      -0.997,   7.306e-01,      0.3881
 616,   1.111e+01,   1.454e+01,   4.559e-01,       0.118,      -0.008,      -0.993,   8.545e-01,      0.3949
 617,   1.058e+01,   1.454e+01,   3.933e-01,       0.116,      -0.008,      -0.993,   9.169e-01,      0.4091
 618,   1.003e+01,   1.454e+01,   3.474e-01,       0.050,       0.023,      -0.998,   9.118e-01,      0.4792
 619,   9.499e+00,   1.454e+01,   3.374e-01,      -0.014,       0.054,      -0.998,   8.494e-01,      0.5965
 620,   9.022e+00,   1.454e+01,   3.555e-01,      -0.066,       0.080,      -0.995,   7.319e-01,      0.7168
 621,   8.634e+00,   1.454e+01,   3.909e-01,      -0.122,       0.109,      -0.986,   5.661e-01,      0.7369
 622,   8.359e+00,   1.454e+01,   4.371e-01,      -0.229,       0.167,      -0.959,   3.657e-01,     -0.2462
 623,   8.216e+00,   1.454e+01,   4.996e-01,      -0.661,       0.395,      -0.638,   1.865e-01,     -6.1607
 624,   8.216e+00,   1.454e+01,   5.894e-01,      -0.752,       0.404,       0.522,   2.318e-01,    -13.4186
 625,   8.359e+00,   1.454e+01,   6.836e-01,      -0.359,       0.172,       0.918,   3.837e-01,     -7.9909
 626,   8.634e+00,   1.454e+01,   7.545e-01,      -0.171,       0.067,       0.983,   5.689e-01,     -3.7859
 627,   9.022e+00,   1.454e+01,   8.038e-01,      -0.090,       0.024,       0.996,   7.316e-01,     -2.2638
 628,   9.499e+00,   1.454e+01,   8.325e-01,      -0.034,      -0.004,       0.999,   8.485e-01,     -1.5694
 629,   1.003e+01,   1.454e+01,   8.370e-01,       0.015,      -0.028,       0.999,   9.102e-01,     -1.1520
 630,   1.058e+01,   1.454e+01,   8.129e-01,       0.072,      -0.054,       0.996,   9.132e-01,     -0.8210
 631,   1.111e+01,   1.454e+01,   7.611e-01,       0.123,      -0.076,       0.989,   8.563e-01,     -0.5152
 632,   1.159e+01,   1.454e+01,   6.944e-01,       0.156,      -0.089,       0.984,   7.395e-01,     -0.2616
 633,   1.198e+01,   1.454e+01,   6.284e-01,       0.181,      -0.098,       0.978,   5.705e-01,     -0.0575
 634,   1.225e+01,   1.454e+01,   5.730e-01,       0.221,      -0.112,       0.969,   3.622e-01,      0.1853
 635,   1.239e+01,   1.454e+01,   5.410e-01,       0.210,      -0.108,       0.972,   1.232e-01,      0.3053
Strip 27
 636,   1.295e+01,   1.614e+01,   5.919e-01,      -0.004,       0.038,      -0.999,   1.023e-01,      0.3097
 637,   1.282e+01,   1.614e+01,   5.914e-01,       0.006,       0.035,      -0.999,   3.001e-01,      0.3363
 638,   1.257e+01,   1.614e+01,   5.852e-01,       0.037,       0.023,      -0.999,   4.776e-01,      0.3677
 639,   1.221e+01,   1.614e+01,   5.641e-01,       0.076,       0.008,      -0.997,   6.238e-01,      0.3879
 640,   1.177e+01,   1.614e+01,   5.207e-01,       0.118,      -0.008,      -0.993,   7.296e-01,      0.3961
 641,   1.128e+01,   1.614e+01,   4.633e-01,       0.116,      -0.008,      -0.993,   7.828e-01,      0.4125
 642,   1.078e+01,   1.614e+01,   4.211e-01,       0.050,       0.023,      -0.998,   7.784e-01,      0.4845
 643,   1.029e+01,   1.614e+01,   4.119e-01,      -0.014,       0.054,      -0.998,   7.251e-01,      0.6021
 644,   9.852e+00,   1.614e+01,   4.285e-01,      -0.066,       0.080,      -0.995,   6.248e-01,      0.7197
 645,   9.495e+00,   1.614e+01,   4.610e-01,      -0.122,       0.109,      -0.986,   4.832e-01,      0.7266
 646,   9.242e+00,   1.614e+01,   5.035e-01,      -0.229,       0.167,      -0.959,   3.121e-01,     -0.3375
 647,   9.111e+00,   1.614e+01,   5.609e-01,      -0.661,       0.395,      -0.638,   1.591e-01,     -6.5475
 648,   9.111e+00,   1.614e+01,   6.434e-01,      -0.751,       0.404,       0.522,   1.980e-01,    -13.9428
 649,   9.242e+00,   1.614e+01,   7.299e-01,      -0.358,       0.172,       0.918,   3.277e-01,     -8.2419
 650,   9.495e+00,   1.613e+01,   7.950e-01,      -0.170,       0.067,       0.983,   4.858e-01,     -3.8906
 651,   9.852e+00,   1.613e+01,   8.402e-01,      -0.090,       0.024,       0.996,   6.247e-01,     -2.3208
 652,   1.029e+01,   1.613e+01,   8.666e-01,      -0.034,      -0.004,       0.999,   7.244e-01,     -1.6057
 653,   1.078e+01,   1.613e+01,   8.708e-01,       0.015,      -0.028,       0.999,   7.770e-01,     -1.1765
 654,   1.128e+01,   1.613e+01,   8.486e-01,       0.072,      -0.054,       0.996,   7.795e-01,     -0.8377
 655,   1.177e+01,   1.613e+01,   8.011e-01,       0.123,      -0.076,       0.989,   7.310e-01,     -0.5260
 656,   1.221e+01,   1.614e+01,   7.398e-01,       0.156,      -0.089,       0.984,   6.312e-01,     -0.2684
 657,   1.257e+01,   1.614e+01,   6.792e-01,       0.181,      -0.098,       0.978,   4.870e-01,     -0.0615
 658,   1.282e+01,   1.614e+01,   6.283e-01,       0.221,      -0.112,       0.969,   3.091e-01,      0.1837
 659,   1.295e+01,   1.614e+01,   5.989e-01,       0.210,      -0.108,       0.972,   1.051e-01,      0.3048
Strip 28
 660,   1.346e+01,   1.761e+01,   6.459e-01,      -0.004,       0.038,      -0.999,   8.612e-02,      0.3072
 661,   1.334e+01,   1.761e+01,   6.455e-01,       0.006,       0.035,      -0.999,   2.525e-01,      0.3338
 662,   1.311e+01,   1.761e+01,   6.398e-01,       0.037,       0.023,      -0.999,   4.018e-01,      0.3653
 663,   1.278e+01,   1.761e+01,   6.204e-01,       0.076,       0.008,      -0.997,   5.249e-01,      0.3858
 664,   1.238e+01,   1.761e+01,   5.806e-01,       0.118,      -0.008,      -0.993,   6.139e-01,      0.3950
 665,   1.193e+01,   1.761e+01,   5.278e-01,       0.116,      -0.008,      -0.993,   6.588e-01,      0.4130
 666,   1.147e+01,   1.761e+01,   4.891e-01,       0.050,       0.023,      -0.998,   6.550e-01,      0.4867
 667,   1.102e+01,   1.761e+01,   4.806e-01,      -0.014,       0.054,      -0.998,   6.101e-01,      0.6049
 668,   1.062e+01,   1.761e+01,   4.959e-01,      -0.066,       0.080,      -0.995,   5.256e-01,      0.7204
 669,   1.029e+01,   1.761e+01,   5.258e-01,      -0.122,       0.109,      -0.986,   4.065e-01,      0.7168
 670,   1.006e+01,   1.761e+01,   5.647e-01,      -0.229,       0.167,      -0.959,   2.625e-01,     -0.4138
 671,   9.938e+00,   1.761e+01,   6.174e-01,      -0.662,       0.395,      -0.637,   1.338e-01,     -6.8670
 672,   9.938e+00,   1.761e+01,   6.932e-01,      -0.751,       0.403,       0.523,   1.667e-01,    -14.3616
 673,   1.006e+01,   1.761e+01,   7.726e-01,      -0.358,       0.172,       0.918,   2.759e-01,     -8.4397
 674,   1.029e+01,   1.761e+01,   8.324e-01,      -0.170,       0.067,       0.983,   4.088e-01,     -3.9726
 675,   1.062e+01,   1.761e+01,   8.739e-01,      -0.090,       0.024,       0.996,   5.256e-01,     -2.3646
 676,   1.102e+01,   1.761e+01,   8.982e-01,      -0.034,      -0.004,       0.999,   6.095e-01,     -1.6326
 677,   1.147e+01,   1.761e+01,   9.020e-01,       0.015,      -0.028,       0.999,   6.538e-01,     -1.1941
 678,   1.193e+01,   1.761e+01,   8.816e-01,       0.072,      -0.054,       0.996,   6.558e-01,     -0.8493
 679,   1.238e+01,   1.761e+01,   8.380e-01,       0.123,      -0.076,       0.989,   6.149e-01,     -0.5335
 680,   1.278e+01,   1.761e+01,   7.817e-01,       0.156,      -0.089,       0.984,   5.310e-01,     -0.2729
 681,   1.311e+01,   1.761e+01,   7.260e-01,       0.181,      -0.098,       0.978,   4.097e-01,     -0.0642
 682,   1.334e+01,   1.761e+01,   6.793e-01,       0.221,      -0.112,       0.969,   2.601e-01,      0.1824
 683,   1.346e+01,   1.761e+01,   6.523e-01,       0.210,      -0.108,       0.972,   8.845e-02,      0.3042
Strip 29
 684,   1.393e+01,   1.895e+01,   6.950e-01,      -0.004,       0.038,      -0.999,   7.132e-02,      0.3032
 685,   1.382e+01,   1.895e+01,   6.946e-01,       0.006,       0.035,      -0.999,   2.091e-01,      0.3293
 686,   1.360e+01,   1.895e+01,   6.894e-01,       0.037,       0.023,      -0.999,   3.328e-01,      0.3601
 687,   1.330e+01,   1.895e+01,   6.715e-01,       0.076,       0.008,      -0.997,   4.347e-01,      0.3803
 688,   1.293e+01,   1.895e+01,   6.350e-01,       0.118,      -0.008,      -0.993,   5.085e-01,      0.3899
 689,   1.252e+01,   1.895e+01,   5.865e-01,       0.116,      -0.008,      -0.993,   5.456e-01,      0.4092
 690,   1.209e+01,   1.895e+01,   5.509e-01,       0.050,       0.023,      -0.998,   5.425e-01,      0.4843
 691,   1.168e+01,   1.895e+01,   5.431e-01,      -0.014,       0.054,      -0.998,   5.052e-01,      0.6034
 692,   1.131e+01,   1.895e+01,   5.572e-01,      -0.066,       0.080,      -0.995,   4.352e-01,      0.7184
 693,   1.101e+01,   1.895e+01,   5.846e-01,      -0.122,       0.109,      -0.986,   3.365e-01,      0.7081
 694,   1.080e+01,   1.895e+01,   6.204e-01,      -0.229,       0.167,      -0.959,   2.173e-01,     -0.4686
 695,   1.069e+01,   1.895e+01,   6.688e-01,      -0.662,       0.396,      -0.636,   1.107e-01,     -7.0947
 696,   1.069e+01,   1.895e+01,   7.385e-01,      -0.750,       0.403,       0.524,   1.381e-01,    -14.6438
 697,   1.080e+01,   1.895e+01,   8.115e-01,      -0.358,       0.172,       0.918,   2.286e-01,     -8.5697
 698,   1.101e+01,   1.895e+01,   8.664e-01,      -0.170,       0.067,       0.983,   3.386e-01,     -4.0249
 699,   1.131e+01,   1.895e+01,   9.046e-01,      -0.090,       0.024,       0.996,   4.354e-01,     -2.3906
 700,   1.168e+01,   1.895e+01,   9.268e-01,      -0.034,      -0.004,       0.999,   5.048e-01,     -1.6471
 701,   1.209e+01,   1.895e+01,   9.303e-01,       0.015,      -0.028,       0.999,   5.414e-01,     -1.2022
 702,   1.252e+01,   1.895e+01,   9.116e-01,       0.072,      -0.054,       0.996,   5.431e-01,     -0.8536
 703,   1.293e+01,   1.895e+01,   8.715e-01,       0.123,      -0.076,       0.989,   5.092e-01,     -0.5359
 704,   1.330e+01,   1.895e+01,   8.198e-01,       0.156,      -0.089,       0.984,   4.397e-01,     -0.2744
 705,   1.360e+01,   1.895e+01,   7.686e-01,       0.182,      -0.098,       0.978,   3.392e-01,     -0.0653
 706,   1.382e+01,   1.895e+01,   7.257e-01,       0.221,      -0.112,       0.969,   2.153e-01,      0.1817
 707,   1.393e+01,   1.895e+01,   7.009e-01,       0.210,      -0.108,       0.972,   7.323e-02,      0.3035
Strip 30
